timestamp,value
2026-06-02T02:06:05Z,97.2
2026-06-02T02:07:05Z,98.4
2026-06-02T02:08:05Z,50.0
2026-06-02T02:09:05Z,99.0
2026-06-02T02:10:05Z,50.0
2026-06-02T02:11:05Z,99.3
2026-06-02T02:58:34Z,97.6
2026-06-02T02:59:34Z,98.4
2026-06-02T03:00:34Z,98.7
2026-06-02T03:01:34Z,50.0
2026-06-02T03:02:34Z,50.0
2026-06-02T03:03:34Z,98.9
2026-06-02T03:04:34Z,50.0
2026-06-02T03:05:34Z,98.9
2026-06-02T03:06:34Z,98.9
2026-06-02T03:07:34Z,50.0
2026-06-02T03:08:34Z,50.0
2026-06-02T03:09:34Z,50.0
2026-06-02T03:10:34Z,50.0
2026-06-02T03:11:34Z,50.0
2026-06-02T03:12:34Z,99.0
2026-06-02T03:13:34Z,50.0
2026-06-02T03:14:34Z,99.1
2026-06-02T03:15:34Z,50.0
2026-06-02T03:16:34Z,99.2
2026-06-02T03:17:34Z,50.0
2026-06-02T03:18:34Z,99.2
2026-06-02T03:19:34Z,99.2
2026-06-02T03:20:34Z,50.0
2026-06-02T03:21:34Z,50.0
2026-06-02T03:22:34Z,50.0
2026-06-02T03:23:34Z,50.0
2026-06-02T03:24:34Z,50.0
2026-06-02T03:25:34Z,99.2
2026-06-02T03:26:34Z,99.2
2026-06-02T03:27:34Z,99.3
2026-06-02T03:57:10Z,97.0
2026-06-02T03:58:10Z,98.1
2026-06-02T03:59:10Z,98.6
2026-06-02T04:00:10Z,98.8
2026-06-02T04:01:10Z,98.9
2026-06-02T04:02:10Z,98.9
2026-06-02T04:03:10Z,98.9
2026-06-02T04:04:10Z,98.9
2026-06-02T04:05:10Z,98.9
2026-06-02T04:06:10Z,98.9
2026-06-02T04:07:10Z,98.9
2026-06-02T04:08:10Z,98.9
2026-06-02T04:09:10Z,98.9
2026-06-02T04:10:10Z,98.9
2026-06-02T04:11:10Z,98.9
2026-06-02T04:12:10Z,98.9
2026-06-02T04:13:10Z,98.9
2026-06-02T04:14:10Z,98.8
2026-06-02T04:15:10Z,98.8
2026-06-02T04:16:10Z,98.8
2026-06-02T04:17:10Z,98.8
2026-06-02T04:18:10Z,98.8
2026-06-02T04:19:10Z,98.8
2026-06-02T04:20:10Z,98.7
2026-06-02T04:21:10Z,98.7
2026-06-02T04:22:10Z,98.7
2026-06-02T04:23:10Z,98.7
2026-06-02T04:24:10Z,98.7
2026-06-02T04:25:10Z,98.6
2026-06-02T04:26:10Z,98.6
2026-06-02T04:27:10Z,98.6
2026-06-02T04:28:10Z,98.6
2026-06-02T04:29:10Z,98.6
2026-06-02T04:30:10Z,98.6
2026-06-02T04:31:10Z,98.6
2026-06-02T04:32:10Z,98.6
2026-06-02T04:33:10Z,98.6
2026-06-02T04:34:10Z,98.6
2026-06-02T04:35:10Z,98.6
2026-06-02T04:36:10Z,98.8
2026-06-02T04:37:10Z,98.9
2026-06-02T04:38:10Z,99.0
2026-06-02T04:39:10Z,50.0
2026-06-02T04:40:10Z,98.9
2026-06-02T04:41:10Z,98.8
2026-06-02T04:42:10Z,98.8
2026-06-02T04:43:10Z,98.8
2026-06-02T04:44:10Z,98.9
2026-06-02T04:45:10Z,98.9
2026-06-02T04:46:10Z,98.9
2026-06-02T04:47:10Z,98.9
2026-06-02T04:48:10Z,98.9
2026-06-02T04:49:10Z,98.9
2026-06-02T04:50:10Z,98.9
2026-06-02T04:51:10Z,50.0
2026-06-02T04:52:10Z,99.0
2026-06-02T04:53:10Z,99.1
2026-06-02T04:54:10Z,99.2
2026-06-02T04:55:10Z,99.4
2026-06-02T04:56:10Z,99.6
2026-06-02T04:57:10Z,99.7
2026-06-02T04:58:10Z,50.0
2026-06-02T04:59:10Z,50.0
2026-06-02T05:00:10Z,99.7
2026-06-02T05:01:10Z,99.5
2026-06-02T05:02:10Z,99.4
2026-06-02T05:03:10Z,99.6
2026-06-02T05:04:10Z,99.7
2026-06-02T05:05:10Z,99.8
2026-06-02T05:06:10Z,100.0
