timestamp,Kilocalories,data source
2026-05-07T06:58:00Z,0.0,Fitbit App
2026-05-07T06:59:00Z,0.0,Fitbit App
2026-05-07T07:00:00Z,0.0,Fitbit App
2026-05-07T07:01:00Z,0.0,Fitbit App
2026-05-07T07:02:00Z,0.0,Fitbit App
2026-05-07T07:03:00Z,0.0,Fitbit App
2026-05-07T07:04:00Z,0.0,Fitbit App
2026-05-07T07:05:00Z,0.0,Fitbit App
2026-05-07T07:06:00Z,0.0,Fitbit App
2026-05-07T07:07:00Z,0.0,Fitbit App
2026-05-07T07:08:00Z,0.0,Fitbit App
2026-05-07T07:09:00Z,0.0,Fitbit App
2026-05-07T07:10:00Z,0.0,Fitbit App
2026-05-07T07:11:00Z,0.0,Fitbit App
2026-05-07T07:13:00Z,0.0,Fitbit App
2026-05-07T07:14:00Z,0.0,Fitbit App
2026-05-07T07:15:00Z,0.0,Fitbit App
2026-05-07T07:16:00Z,0.0,Fitbit App
2026-05-07T07:17:00Z,0.0,Fitbit App
2026-05-07T07:18:00Z,0.0,Fitbit App
2026-05-07T07:19:00Z,0.0,Fitbit App
2026-05-07T07:20:00Z,0.0,Fitbit App
2026-05-07T07:21:00Z,0.0,Fitbit App
2026-05-07T07:22:00Z,0.0,Fitbit App
2026-05-07T07:23:00Z,0.0,Fitbit App
2026-05-07T07:24:00Z,1.0146,Fitbit App
2026-05-07T07:25:00Z,4.81935,Fitbit App
2026-05-07T07:26:00Z,5.073,Fitbit App
2026-05-07T07:27:00Z,2.0292000000000003,Fitbit App
2026-05-07T07:28:00Z,0.0,Fitbit App
2026-05-07T07:29:00Z,0.0,Fitbit App
2026-05-07T07:30:00Z,0.0,Fitbit App
2026-05-07T07:31:00Z,0.0,Fitbit App
2026-05-07T07:32:00Z,1.26825,Fitbit App
2026-05-07T07:33:00Z,3.8047500000000003,Fitbit App
2026-05-07T07:34:00Z,2.28285,Fitbit App
2026-05-07T07:35:00Z,0.0,Fitbit App
2026-05-07T07:36:00Z,0.0,Fitbit App
2026-05-07T07:37:00Z,0.0,Fitbit App
2026-05-07T07:38:00Z,0.0,Fitbit App
2026-05-07T07:39:00Z,0.0,Fitbit App
2026-05-07T07:40:00Z,0.0,Fitbit App
2026-05-07T07:41:00Z,0.0,Fitbit App
2026-05-07T07:42:00Z,0.0,Fitbit App
2026-05-07T07:43:00Z,0.0,Fitbit App
2026-05-07T07:44:00Z,0.0,Fitbit App
2026-05-07T07:45:00Z,0.0,Fitbit App
2026-05-07T07:48:00Z,0.0,Fitbit App
2026-05-07T07:49:00Z,0.0,Fitbit App
2026-05-07T07:50:00Z,0.0,Fitbit App
2026-05-07T07:51:00Z,0.0,Fitbit App
2026-05-07T07:52:00Z,0.0,Fitbit App
2026-05-07T07:53:00Z,1.26825,Fitbit App
2026-05-07T07:54:00Z,0.7609500000000001,Fitbit App
2026-05-07T07:55:00Z,1.5219000000000003,Fitbit App
2026-05-07T07:56:00Z,3.5511,Fitbit App
2026-05-07T07:57:00Z,4.312050000000001,Fitbit App
2026-05-07T07:58:00Z,3.0438000000000005,Fitbit App
2026-05-07T07:59:00Z,1.0146,Fitbit App
2026-05-07T08:00:00Z,1.26825,Fitbit App
2026-05-07T08:01:00Z,1.26825,Fitbit App
2026-05-07T08:02:00Z,0.0,Fitbit App
2026-05-07T08:03:00Z,0.0,Fitbit App
2026-05-07T08:04:00Z,0.0,Fitbit App
2026-05-07T08:05:00Z,1.26825,Fitbit App
2026-05-07T08:06:00Z,1.5219000000000003,Fitbit App
2026-05-07T08:07:00Z,0.0,Fitbit App
2026-05-07T08:08:00Z,0.0,Fitbit App
2026-05-07T08:09:00Z,0.0,Fitbit App
2026-05-07T08:10:00Z,2.7901500000000006,Fitbit App
2026-05-07T08:11:00Z,2.5365,Fitbit App
2026-05-07T08:12:00Z,1.5219000000000003,Fitbit App
2026-05-07T08:13:00Z,0.0,Fitbit App
2026-05-07T08:14:00Z,0.0,Fitbit App
2026-05-07T08:16:00Z,1.5219000000000003,Fitbit App
2026-05-07T08:17:00Z,2.28285,Fitbit App
2026-05-07T08:18:00Z,4.312050000000001,Fitbit App
2026-05-07T08:19:00Z,4.81935,Fitbit App
2026-05-07T08:20:00Z,1.0146,Fitbit App
2026-05-07T08:21:00Z,0.0,Fitbit App
2026-05-07T08:22:00Z,0.0,Fitbit App
2026-05-07T08:23:00Z,0.0,Fitbit App
2026-05-07T08:24:00Z,0.0,Fitbit App
2026-05-07T08:25:00Z,0.0,Fitbit App
2026-05-07T08:26:00Z,0.0,Fitbit App
2026-05-07T08:27:00Z,0.0,Fitbit App
2026-05-07T08:28:00Z,1.26825,Fitbit App
2026-05-07T08:29:00Z,2.7901500000000006,Fitbit App
2026-05-07T08:30:00Z,5.073,Fitbit App
2026-05-07T08:31:00Z,3.29745,Fitbit App
2026-05-07T08:32:00Z,0.0,Fitbit App
2026-05-07T08:33:00Z,0.0,Fitbit App
2026-05-07T08:34:00Z,0.0,Fitbit App
2026-05-07T08:35:00Z,0.0,Fitbit App
2026-05-07T08:36:00Z,1.0146,Fitbit App
2026-05-07T08:37:00Z,0.0,Fitbit App
2026-05-07T08:38:00Z,0.0,Fitbit App
2026-05-07T08:39:00Z,0.0,Fitbit App
2026-05-07T08:40:00Z,0.0,Fitbit App
2026-05-07T08:41:00Z,0.0,Fitbit App
2026-05-07T08:42:00Z,0.0,Fitbit App
2026-05-07T08:43:00Z,0.0,Fitbit App
2026-05-07T08:44:00Z,0.0,Fitbit App
2026-05-07T08:45:00Z,0.0,Fitbit App
2026-05-07T08:46:00Z,0.0,Fitbit App
2026-05-07T08:47:00Z,0.0,Fitbit App
2026-05-07T08:48:00Z,0.0,Fitbit App
2026-05-07T08:49:00Z,0.0,Fitbit App
2026-05-07T08:50:00Z,0.0,Fitbit App
2026-05-07T08:51:00Z,0.0,Fitbit App
2026-05-07T08:52:00Z,1.5219000000000003,Fitbit App
2026-05-07T08:53:00Z,0.0,Fitbit App
2026-05-07T08:54:00Z,0.0,Fitbit App
2026-05-07T08:55:00Z,0.0,Fitbit App
2026-05-07T08:56:00Z,0.0,Fitbit App
2026-05-07T08:57:00Z,0.0,Fitbit App
2026-05-07T08:58:00Z,1.77555,Fitbit App
2026-05-07T08:59:00Z,0.0,Fitbit App
2026-05-07T09:00:00Z,0.0,Fitbit App
2026-05-07T09:01:00Z,0.0,Fitbit App
2026-05-07T09:02:00Z,0.0,Fitbit App
2026-05-07T09:03:00Z,0.0,Fitbit App
2026-05-07T09:04:00Z,0.0,Fitbit App
2026-05-07T09:05:00Z,0.0,Fitbit App
2026-05-07T09:06:00Z,0.0,Fitbit App
2026-05-07T09:07:00Z,1.0146,Fitbit App
2026-05-07T09:08:00Z,0.0,Fitbit App
2026-05-07T09:09:00Z,0.0,Fitbit App
2026-05-07T09:10:00Z,0.0,Fitbit App
2026-05-07T09:11:00Z,0.0,Fitbit App
2026-05-07T09:12:00Z,0.0,Fitbit App
2026-05-07T09:13:00Z,0.0,Fitbit App
2026-05-07T09:14:00Z,0.0,Fitbit App
2026-05-07T09:15:00Z,0.0,Fitbit App
2026-05-07T09:16:00Z,0.0,Fitbit App
2026-05-07T09:17:00Z,0.0,Fitbit App
2026-05-07T09:18:00Z,0.0,Fitbit App
2026-05-07T09:19:00Z,0.0,Fitbit App
2026-05-07T09:20:00Z,0.0,Fitbit App
2026-05-07T09:21:00Z,1.77555,Fitbit App
2026-05-07T09:22:00Z,1.0146,Fitbit App
2026-05-07T09:23:00Z,0.0,Fitbit App
2026-05-07T09:24:00Z,0.0,Fitbit App
2026-05-07T09:25:00Z,0.0,Fitbit App
2026-05-07T09:26:00Z,0.0,Fitbit App
2026-05-07T09:27:00Z,1.26825,Fitbit App
