timestamp,temperature celsius,data source
2026-05-18T14:45:00Z,27.4,Versa 4
2026-05-18T14:46:00Z,27.4,Versa 4
2026-05-18T14:47:00Z,27.5,Versa 4
2026-05-18T14:48:00Z,27.6,Versa 4
2026-05-18T14:49:00Z,27.7,Versa 4
2026-05-18T14:50:00Z,27.8,Versa 4
2026-05-18T14:51:00Z,27.8,Versa 4
2026-05-18T14:52:00Z,27.9,Versa 4
2026-05-18T14:53:00Z,27.9,Versa 4
2026-05-18T14:54:00Z,28.0,Versa 4
2026-05-18T14:55:00Z,28.2,Versa 4
2026-05-18T14:56:00Z,28.3,Versa 4
2026-05-18T14:57:00Z,28.5,Versa 4
2026-05-18T14:58:00Z,28.9,Versa 4
2026-05-18T14:59:00Z,29.1,Versa 4
2026-05-18T15:00:00Z,29.2,Versa 4
2026-05-18T15:01:00Z,29.3,Versa 4
2026-05-18T15:02:00Z,29.3,Versa 4
2026-05-18T15:03:00Z,29.4,Versa 4
2026-05-18T15:04:00Z,29.4,Versa 4
2026-05-18T15:05:00Z,29.5,Versa 4
2026-05-18T15:06:00Z,29.5,Versa 4
2026-05-18T15:07:00Z,29.5,Versa 4
2026-05-18T15:08:00Z,29.6,Versa 4
2026-05-18T15:09:00Z,29.5,Versa 4
2026-05-18T15:10:00Z,29.6,Versa 4
2026-05-18T15:11:00Z,29.5,Versa 4
2026-05-18T15:12:00Z,29.5,Versa 4
2026-05-18T15:13:00Z,29.5,Versa 4
2026-05-18T15:14:00Z,29.5,Versa 4
2026-05-18T15:15:00Z,29.5,Versa 4
2026-05-18T15:16:00Z,29.6,Versa 4
2026-05-18T15:17:00Z,29.6,Versa 4
2026-05-18T15:18:00Z,29.5,Versa 4
2026-05-18T15:19:00Z,29.5,Versa 4
2026-05-18T15:20:00Z,29.4,Versa 4
2026-05-18T15:21:00Z,29.5,Versa 4
2026-05-18T15:22:00Z,29.5,Versa 4
2026-05-18T15:23:00Z,29.5,Versa 4
2026-05-18T15:24:00Z,29.4,Versa 4
2026-05-18T15:25:00Z,29.4,Versa 4
2026-05-18T15:26:00Z,29.4,Versa 4
2026-05-18T15:27:00Z,29.4,Versa 4
2026-05-18T15:28:00Z,29.2,Versa 4
2026-05-18T15:29:00Z,29.2,Versa 4
2026-05-18T15:30:00Z,29.2,Versa 4
2026-05-18T15:31:00Z,29.2,Versa 4
2026-05-18T15:32:00Z,29.1,Versa 4
2026-05-18T15:33:00Z,28.9,Versa 4
2026-05-18T15:34:00Z,28.9,Versa 4
2026-05-18T15:35:00Z,28.8,Versa 4
2026-05-18T15:36:00Z,28.8,Versa 4
2026-05-18T15:37:00Z,28.6,Versa 4
2026-05-18T15:38:00Z,28.6,Versa 4
2026-05-18T15:39:00Z,28.5,Versa 4
2026-05-18T15:40:00Z,28.5,Versa 4
2026-05-18T15:41:00Z,28.4,Versa 4
2026-05-18T15:42:00Z,28.3,Versa 4
2026-05-18T15:43:00Z,28.3,Versa 4
2026-05-18T15:44:00Z,28.2,Versa 4
2026-05-18T15:45:00Z,28.1,Versa 4
2026-05-18T15:46:00Z,28.0,Versa 4
2026-05-18T15:47:00Z,27.5,Versa 4
2026-05-18T15:48:00Z,27.0,Versa 4
2026-05-18T15:49:00Z,26.9,Versa 4
2026-05-18T15:50:00Z,26.8,Versa 4
2026-05-18T15:51:00Z,27.0,Versa 4
2026-05-18T15:52:00Z,27.1,Versa 4
2026-05-18T15:53:00Z,27.4,Versa 4
2026-05-18T15:54:00Z,27.5,Versa 4
2026-05-18T15:55:00Z,27.6,Versa 4
2026-05-18T15:56:00Z,27.7,Versa 4
2026-05-18T15:57:00Z,27.9,Versa 4
2026-05-18T15:58:00Z,28.1,Versa 4
2026-05-18T15:59:00Z,28.2,Versa 4
2026-05-18T16:00:00Z,28.3,Versa 4
2026-05-18T16:01:00Z,28.3,Versa 4
2026-05-18T16:02:00Z,28.3,Versa 4
2026-05-18T16:03:00Z,28.5,Versa 4
2026-05-18T16:04:00Z,28.5,Versa 4
2026-05-18T16:05:00Z,28.3,Versa 4
2026-05-18T16:06:00Z,28.2,Versa 4
2026-05-18T16:07:00Z,28.3,Versa 4
2026-05-18T16:08:00Z,28.5,Versa 4
2026-05-18T16:09:00Z,28.4,Versa 4
2026-05-18T16:10:00Z,28.5,Versa 4
2026-05-18T16:11:00Z,28.6,Versa 4
2026-05-18T16:12:00Z,28.5,Versa 4
2026-05-18T16:13:00Z,28.6,Versa 4
2026-05-18T16:14:00Z,28.6,Versa 4
2026-05-18T16:15:00Z,28.7,Versa 4
2026-05-18T16:16:00Z,28.7,Versa 4
2026-05-18T16:17:00Z,28.6,Versa 4
2026-05-18T16:18:00Z,28.6,Versa 4
2026-05-18T16:19:00Z,28.6,Versa 4
2026-05-18T16:20:00Z,28.6,Versa 4
2026-05-18T16:21:00Z,28.6,Versa 4
2026-05-18T16:22:00Z,28.6,Versa 4
2026-05-18T16:23:00Z,28.5,Versa 4
2026-05-18T16:24:00Z,28.3,Versa 4
2026-05-18T16:25:00Z,28.4,Versa 4
2026-05-18T16:26:00Z,28.6,Versa 4
2026-05-18T16:27:00Z,28.6,Versa 4
2026-05-18T16:28:00Z,28.6,Versa 4
2026-05-18T16:29:00Z,28.7,Versa 4
2026-05-18T16:30:00Z,28.9,Versa 4
2026-05-18T16:31:00Z,28.9,Versa 4
2026-05-18T16:32:00Z,29.0,Versa 4
2026-05-18T16:33:00Z,29.0,Versa 4
2026-05-18T16:34:00Z,28.9,Versa 4
2026-05-18T16:35:00Z,29.0,Versa 4
2026-05-18T16:36:00Z,29.0,Versa 4
2026-05-18T16:37:00Z,29.2,Versa 4
2026-05-18T16:38:00Z,29.3,Versa 4
2026-05-18T16:39:00Z,29.2,Versa 4
2026-05-18T16:40:00Z,29.2,Versa 4
2026-05-18T16:41:00Z,29.2,Versa 4
2026-05-18T16:42:00Z,29.2,Versa 4
2026-05-18T16:43:00Z,29.1,Versa 4
2026-05-18T16:44:00Z,29.1,Versa 4
2026-05-18T16:45:00Z,29.1,Versa 4
2026-05-18T16:46:00Z,29.1,Versa 4
2026-05-18T16:47:00Z,29.1,Versa 4
2026-05-18T16:48:00Z,29.2,Versa 4
2026-05-18T16:49:00Z,29.3,Versa 4
2026-05-18T16:50:00Z,29.4,Versa 4
2026-05-18T16:51:00Z,29.4,Versa 4
2026-05-18T16:52:00Z,29.5,Versa 4
2026-05-18T16:53:00Z,29.5,Versa 4
2026-05-18T16:54:00Z,29.5,Versa 4
2026-05-18T16:55:00Z,29.6,Versa 4
2026-05-18T16:56:00Z,29.6,Versa 4
2026-05-18T16:57:00Z,29.6,Versa 4
2026-05-18T16:58:00Z,29.6,Versa 4
2026-05-18T16:59:00Z,29.6,Versa 4
2026-05-18T17:00:00Z,29.6,Versa 4
2026-05-18T17:01:00Z,29.6,Versa 4
2026-05-18T17:02:00Z,29.5,Versa 4
2026-05-18T17:03:00Z,29.6,Versa 4
2026-05-18T17:04:00Z,29.6,Versa 4
2026-05-18T17:05:00Z,29.5,Versa 4
2026-05-18T17:06:00Z,29.5,Versa 4
2026-05-18T17:07:00Z,29.5,Versa 4
2026-05-18T17:08:00Z,29.4,Versa 4
2026-05-18T17:09:00Z,29.2,Versa 4
2026-05-18T17:10:00Z,29.2,Versa 4
2026-05-18T17:11:00Z,29.1,Versa 4
2026-05-18T17:12:00Z,29.1,Versa 4
2026-05-18T17:13:00Z,29.2,Versa 4
2026-05-18T17:14:00Z,29.6,Versa 4
2026-05-18T17:15:00Z,29.7,Versa 4
2026-05-18T17:16:00Z,29.8,Versa 4
2026-05-18T17:17:00Z,29.8,Versa 4
2026-05-18T17:18:00Z,29.8,Versa 4
2026-05-18T17:19:00Z,29.8,Versa 4
2026-05-18T17:20:00Z,29.9,Versa 4
2026-05-18T17:21:00Z,30.0,Versa 4
2026-05-18T17:22:00Z,29.9,Versa 4
2026-05-18T17:23:00Z,30.0,Versa 4
2026-05-18T17:24:00Z,30.0,Versa 4
2026-05-18T17:25:00Z,30.1,Versa 4
2026-05-18T17:26:00Z,30.1,Versa 4
2026-05-18T17:27:00Z,30.3,Versa 4
2026-05-18T17:28:00Z,30.3,Versa 4
2026-05-18T17:29:00Z,30.5,Versa 4
2026-05-18T17:30:00Z,30.4,Versa 4
2026-05-18T17:31:00Z,30.5,Versa 4
2026-05-18T17:32:00Z,30.4,Versa 4
2026-05-18T17:33:00Z,30.4,Versa 4
2026-05-18T17:34:00Z,30.4,Versa 4
2026-05-18T17:35:00Z,30.3,Versa 4
2026-05-18T17:36:00Z,30.2,Versa 4
2026-05-18T17:37:00Z,30.1,Versa 4
2026-05-18T17:38:00Z,30.1,Versa 4
2026-05-18T17:39:00Z,30.2,Versa 4
2026-05-18T17:40:00Z,30.2,Versa 4
2026-05-18T17:41:00Z,30.0,Versa 4
2026-05-18T17:42:00Z,30.1,Versa 4
2026-05-18T17:43:00Z,30.1,Versa 4
2026-05-18T17:44:00Z,30.1,Versa 4
2026-05-18T17:45:00Z,30.2,Versa 4
2026-05-18T17:46:00Z,30.3,Versa 4
2026-05-18T17:47:00Z,30.3,Versa 4
2026-05-18T17:48:00Z,30.3,Versa 4
2026-05-18T17:49:00Z,30.3,Versa 4
2026-05-18T17:50:00Z,30.4,Versa 4
2026-05-18T17:51:00Z,30.4,Versa 4
2026-05-18T17:52:00Z,30.5,Versa 4
2026-05-18T17:53:00Z,30.5,Versa 4
2026-05-18T17:54:00Z,30.5,Versa 4
2026-05-18T17:55:00Z,30.6,Versa 4
2026-05-18T17:56:00Z,30.7,Versa 4
2026-05-18T17:57:00Z,30.7,Versa 4
2026-05-18T17:58:00Z,30.7,Versa 4
2026-05-18T17:59:00Z,30.7,Versa 4
2026-05-18T18:00:00Z,30.7,Versa 4
2026-05-18T18:01:00Z,30.8,Versa 4
2026-05-18T18:02:00Z,30.7,Versa 4
2026-05-18T18:03:00Z,30.6,Versa 4
2026-05-18T18:04:00Z,30.7,Versa 4
2026-05-18T18:05:00Z,30.6,Versa 4
2026-05-18T18:06:00Z,30.6,Versa 4
2026-05-18T18:07:00Z,30.7,Versa 4
2026-05-18T18:08:00Z,30.7,Versa 4
2026-05-18T18:09:00Z,30.8,Versa 4
2026-05-18T18:10:00Z,30.9,Versa 4
2026-05-18T18:11:00Z,30.9,Versa 4
2026-05-18T18:12:00Z,30.9,Versa 4
2026-05-18T18:13:00Z,30.9,Versa 4
2026-05-18T18:14:00Z,31.0,Versa 4
2026-05-18T18:15:00Z,31.0,Versa 4
2026-05-18T18:16:00Z,31.0,Versa 4
2026-05-18T18:17:00Z,30.9,Versa 4
2026-05-18T18:18:00Z,30.9,Versa 4
2026-05-18T18:19:00Z,30.9,Versa 4
2026-05-18T18:20:00Z,30.8,Versa 4
2026-05-18T18:21:00Z,30.7,Versa 4
2026-05-18T18:22:00Z,30.6,Versa 4
2026-05-18T18:23:00Z,30.5,Versa 4
2026-05-18T18:24:00Z,30.5,Versa 4
2026-05-18T18:25:00Z,30.4,Versa 4
2026-05-18T18:26:00Z,30.3,Versa 4
2026-05-18T18:27:00Z,30.2,Versa 4
2026-05-18T18:28:00Z,30.2,Versa 4
2026-05-18T18:29:00Z,30.1,Versa 4
2026-05-18T18:30:00Z,30.1,Versa 4
2026-05-18T18:31:00Z,30.0,Versa 4
2026-05-18T18:32:00Z,29.9,Versa 4
2026-05-18T18:33:00Z,29.9,Versa 4
2026-05-18T18:34:00Z,29.9,Versa 4
2026-05-18T18:35:00Z,29.9,Versa 4
2026-05-18T18:36:00Z,29.8,Versa 4
2026-05-18T18:37:00Z,29.7,Versa 4
2026-05-18T18:38:00Z,29.8,Versa 4
2026-05-18T18:39:00Z,29.9,Versa 4
2026-05-18T18:40:00Z,29.9,Versa 4
2026-05-18T18:41:00Z,29.9,Versa 4
2026-05-18T18:42:00Z,29.9,Versa 4
2026-05-18T18:43:00Z,29.9,Versa 4
2026-05-18T18:44:00Z,29.9,Versa 4
2026-05-18T18:45:00Z,29.9,Versa 4
2026-05-18T18:46:00Z,30.0,Versa 4
2026-05-18T18:47:00Z,29.9,Versa 4
2026-05-18T18:48:00Z,29.8,Versa 4
2026-05-18T18:49:00Z,29.8,Versa 4
2026-05-18T18:50:00Z,29.9,Versa 4
2026-05-18T18:51:00Z,30.1,Versa 4
2026-05-18T18:52:00Z,30.1,Versa 4
2026-05-18T18:53:00Z,30.1,Versa 4
2026-05-18T18:54:00Z,30.1,Versa 4
2026-05-18T18:55:00Z,30.1,Versa 4
2026-05-18T18:56:00Z,30.0,Versa 4
2026-05-18T18:57:00Z,29.9,Versa 4
2026-05-18T18:58:00Z,29.9,Versa 4
2026-05-18T18:59:00Z,29.8,Versa 4
2026-05-18T19:00:00Z,29.8,Versa 4
2026-05-18T19:01:00Z,29.8,Versa 4
2026-05-18T19:02:00Z,29.8,Versa 4
2026-05-18T19:03:00Z,29.8,Versa 4
2026-05-18T19:04:00Z,29.6,Versa 4
2026-05-18T19:05:00Z,29.4,Versa 4
2026-05-18T19:06:00Z,29.1,Versa 4
2026-05-18T19:07:00Z,29.3,Versa 4
2026-05-18T19:08:00Z,29.2,Versa 4
2026-05-18T19:09:00Z,29.6,Versa 4
2026-05-18T19:10:00Z,29.7,Versa 4
2026-05-18T19:11:00Z,29.7,Versa 4
2026-05-18T19:12:00Z,29.6,Versa 4
2026-05-18T19:13:00Z,29.5,Versa 4
2026-05-18T19:14:00Z,29.5,Versa 4
2026-05-18T19:15:00Z,29.6,Versa 4
2026-05-18T19:16:00Z,29.6,Versa 4
2026-05-18T19:17:00Z,29.6,Versa 4
2026-05-18T19:18:00Z,29.5,Versa 4
2026-05-18T19:19:00Z,29.5,Versa 4
2026-05-18T19:20:00Z,29.4,Versa 4
2026-05-18T19:21:00Z,29.4,Versa 4
2026-05-18T19:22:00Z,29.3,Versa 4
2026-05-18T19:23:00Z,29.2,Versa 4
2026-05-18T19:24:00Z,29.0,Versa 4
2026-05-18T19:25:00Z,28.9,Versa 4
2026-05-18T19:26:00Z,29.0,Versa 4
2026-05-18T19:27:00Z,28.9,Versa 4
2026-05-18T19:28:00Z,28.9,Versa 4
2026-05-18T19:29:00Z,28.9,Versa 4
2026-05-18T19:30:00Z,29.0,Versa 4
2026-05-18T19:31:00Z,28.9,Versa 4
2026-05-18T19:32:00Z,28.8,Versa 4
2026-05-18T19:33:00Z,28.8,Versa 4
2026-05-18T19:34:00Z,28.6,Versa 4
2026-05-18T19:35:00Z,28.5,Versa 4
2026-05-18T19:36:00Z,28.5,Versa 4
2026-05-18T19:37:00Z,28.2,Versa 4
2026-05-18T19:38:00Z,28.1,Versa 4
2026-05-18T19:39:00Z,28.3,Versa 4
2026-05-18T19:40:00Z,28.4,Versa 4
2026-05-18T19:41:00Z,28.3,Versa 4
2026-05-18T19:42:00Z,28.2,Versa 4
2026-05-18T19:43:00Z,28.3,Versa 4
2026-05-18T19:44:00Z,28.3,Versa 4
2026-05-18T19:45:00Z,28.3,Versa 4
2026-05-18T19:46:00Z,28.3,Versa 4
2026-05-18T19:47:00Z,28.5,Versa 4
2026-05-18T19:48:00Z,28.5,Versa 4
2026-05-18T19:49:00Z,28.2,Versa 4
2026-05-18T19:50:00Z,28.2,Versa 4
2026-05-18T19:51:00Z,28.5,Versa 4
2026-05-18T19:52:00Z,28.1,Versa 4
2026-05-18T19:53:00Z,27.8,Versa 4
2026-05-18T19:54:00Z,27.7,Versa 4
2026-05-18T19:55:00Z,27.8,Versa 4
2026-05-18T19:56:00Z,28.1,Versa 4
2026-05-18T19:57:00Z,28.2,Versa 4
2026-05-18T19:58:00Z,28.3,Versa 4
2026-05-18T19:59:00Z,28.5,Versa 4
2026-05-18T20:00:00Z,28.7,Versa 4
2026-05-18T20:01:00Z,28.9,Versa 4
2026-05-18T20:02:00Z,28.8,Versa 4
2026-05-18T20:03:00Z,28.8,Versa 4
2026-05-18T20:04:00Z,28.7,Versa 4
2026-05-18T20:05:00Z,28.6,Versa 4
2026-05-18T20:06:00Z,28.5,Versa 4
2026-05-18T20:07:00Z,28.4,Versa 4
2026-05-18T20:08:00Z,28.3,Versa 4
2026-05-18T20:09:00Z,28.3,Versa 4
2026-05-18T20:10:00Z,28.3,Versa 4
2026-05-18T20:11:00Z,28.2,Versa 4
2026-05-18T20:12:00Z,28.2,Versa 4
2026-05-18T20:13:00Z,28.2,Versa 4
2026-05-18T20:14:00Z,28.2,Versa 4
2026-05-18T20:15:00Z,28.1,Versa 4
2026-05-18T20:16:00Z,28.1,Versa 4
2026-05-18T20:17:00Z,27.9,Versa 4
2026-05-18T20:18:00Z,27.9,Versa 4
2026-05-18T20:19:00Z,27.9,Versa 4
2026-05-18T20:20:00Z,27.7,Versa 4
2026-05-18T20:21:00Z,27.6,Versa 4
2026-05-18T20:22:00Z,27.5,Versa 4
2026-05-18T20:23:00Z,27.5,Versa 4
2026-05-18T20:24:00Z,27.4,Versa 4
2026-05-18T20:25:00Z,27.2,Versa 4
2026-05-18T20:26:00Z,27.1,Versa 4
2026-05-18T20:27:00Z,27.0,Versa 4
2026-05-18T20:28:00Z,26.9,Versa 4
2026-05-18T20:29:00Z,26.8,Versa 4
2026-05-18T20:30:00Z,26.8,Versa 4
2026-05-18T20:31:00Z,26.7,Versa 4
2026-05-18T20:32:00Z,26.6,Versa 4
2026-05-18T20:33:00Z,26.8,Versa 4
2026-05-18T20:34:00Z,27.0,Versa 4
2026-05-18T20:35:00Z,27.1,Versa 4
2026-05-18T20:36:00Z,27.2,Versa 4
2026-05-18T20:37:00Z,27.2,Versa 4
2026-05-18T20:38:00Z,27.2,Versa 4
2026-05-18T20:39:00Z,27.4,Versa 4
2026-05-18T20:40:00Z,27.3,Versa 4
2026-05-18T20:41:00Z,27.3,Versa 4
2026-05-18T20:42:00Z,27.3,Versa 4
2026-05-18T20:43:00Z,27.2,Versa 4
2026-05-18T20:44:00Z,27.2,Versa 4
2026-05-18T20:45:00Z,27.1,Versa 4
2026-05-18T20:46:00Z,27.0,Versa 4
2026-05-18T20:47:00Z,27.0,Versa 4
2026-05-18T20:48:00Z,27.0,Versa 4
2026-05-18T20:49:00Z,26.9,Versa 4
2026-05-18T20:50:00Z,26.9,Versa 4
2026-05-18T20:51:00Z,26.9,Versa 4
2026-05-18T20:52:00Z,26.8,Versa 4
2026-05-18T20:53:00Z,26.8,Versa 4
2026-05-18T20:54:00Z,26.7,Versa 4
2026-05-18T20:55:00Z,26.7,Versa 4
2026-05-18T20:56:00Z,26.7,Versa 4
2026-05-18T20:57:00Z,26.6,Versa 4
2026-05-18T20:58:00Z,26.7,Versa 4
2026-05-18T20:59:00Z,26.7,Versa 4
2026-05-18T21:00:00Z,26.7,Versa 4
2026-05-18T21:01:00Z,26.7,Versa 4
2026-05-18T21:02:00Z,26.7,Versa 4
2026-05-18T21:03:00Z,26.7,Versa 4
2026-05-18T21:04:00Z,26.6,Versa 4
2026-05-18T21:05:00Z,26.6,Versa 4
2026-05-18T21:06:00Z,26.8,Versa 4
2026-05-18T21:07:00Z,26.8,Versa 4
2026-05-18T21:08:00Z,26.7,Versa 4
2026-05-18T21:09:00Z,26.8,Versa 4
2026-05-18T21:10:00Z,26.7,Versa 4
2026-05-18T21:11:00Z,26.6,Versa 4
2026-05-18T21:12:00Z,26.5,Versa 4
2026-05-18T21:13:00Z,26.4,Versa 4
2026-05-18T21:14:00Z,26.4,Versa 4
2026-05-18T21:15:00Z,26.7,Versa 4
2026-05-18T21:16:00Z,26.7,Versa 4
